,,,,,
,run1,,,,
1,2.63695944, 
4,2.63407871,2.63460881,2.63462813,2.63426886, 
8,2.63557943,2.63513842,2.63598800,2.63602286,2.63596999,2.63851832,2.63858033,2.63862361, 
12,2.65739632,2.65756008,2.65727392,2.66713773,2.66760571,2.66772120,2.66766858,2.66715943,2.66755973,2.66770032,2.66767263,2.66769476, 
16,2.68128073,2.68916714,2.68880930,2.68930598,2.68925771,2.68922193,2.68911871,2.68916536,2.68921137,2.68916273,2.68928464,2.68934531,2.68931756,2.68940406,2.68942809,2.68941532, 
20,2.71760547,2.72776449,2.72777732,2.72779409,2.72785982,2.72791140,2.72783541,2.72780798,2.72767452,2.72752592,2.72779197,2.72792482,2.72783326,2.72745054,2.72749146,2.72737227,2.72790171,2.72798280,2.72798123,2.72786300, 
24,2.73000386,2.73216407,2.73236413,2.73233554,2.73237599,2.73239475,2.76461555,2.76447943,2.76457777,2.76442704,2.76459356,2.76450088,2.76446081,2.76455971,2.76462201,2.76434647,2.76458259,2.76448669,2.76458214,2.76465504,2.76472546,2.76454586,2.76456889,2.76462370, 
28,2.75336947,2.96090163,2.96097302,2.97869402,2.97868812,2.97874576,2.97875872,2.97880466,2.97851671,2.97889022,2.97867917,2.97878452,2.97861216,2.97888074,2.97876911,2.97876926,2.97879773,2.97883333,2.97887389,2.97881131,2.97843883,2.97885281,2.97880693,2.97884529,2.97887329,2.97900775,2.97885601,2.97891455, 
32,3.00283238,3.00281655,3.00288697,3.00295273,3.00287482,3.00274901,3.00321654,3.00338478,3.00318319,3.02666303,3.02659698,3.06372975,3.06362279,3.06392989,3.06082257,3.06369878,3.06371372,3.06363243,3.06381674,3.06394649,3.06381667,3.11971469,3.11945542,3.11949007,3.11949065,3.11962445,3.11968533,3.11952559,3.11943150,3.11964291,3.11963267,3.11916317, 
36,3.00979547,3.01477992,3.03463070,3.03803715,3.03832876,3.03821271,3.03835690,3.03804582,3.03796317,3.03772944,3.03829030,3.03825777,3.03807086,3.03813333,3.03833504,3.03808727,3.03822878,3.05684929,3.05657001,3.05660927,3.05667990,3.05657507,3.05662906,3.05655350,3.05682789,3.05659399,3.05676872,3.05668004,3.05677752,3.05653225,3.05669956,3.05376901,3.05663582,3.05675309,3.05663980,3.05698785, 
40,3.13024935,3.13032025,3.13035027,3.13015899,3.13056437,3.12630833,3.11822401,3.13019582,3.13062046,3.13066607,3.12037640,3.24825886,3.26051044,3.26022137,3.26023365,3.26012943,3.26037355,3.26035486,3.26021666,3.26031501,3.26017007,3.26048512,3.26061817,3.26065077,3.26030346,3.26058921,3.24825070,3.26043058,3.26047245,3.25572260,3.26051160,3.26033657,3.26076016,3.26057890,3.26055642,3.26079013,3.26047864,3.26067561,3.26053554,3.26075482, 
