,,,,,
,run1,,,,
1,262.64996456, 
4,263.41637450,265.00683945,265.00682733,265.00623328, 
8,264.27824688,264.27884980,264.27887431,264.27890676,264.27892874,264.27884731,264.27900712,264.27894332, 
12,264.31391292,264.31371690,264.31405036,264.31392685,264.31406025,264.31395357,264.31385491,264.31321972,264.31376249,264.31342866,264.31379355,264.31405028, 
16,268.58671648,268.58689844,273.80166173,273.80180827,273.80185325,273.80189507,273.80184029,273.80168432,273.80182778,273.80183497,273.80177826,273.80180641,273.80193780,273.80123819,273.80191733,273.80194054, 
20,271.16084860,272.72823649,272.72828573,272.72832176,272.72756052,272.72793938,272.72828837,272.72778217,272.72741646,272.72817127,272.72818121,272.72834298,272.72818948,272.72833670,272.72836186,272.72832763,272.72839260,272.72838078,272.72842140,272.72798614, 
24,273.12402141,273.69807755,273.69812872,273.69810228,273.69834665,273.69822653,273.69833157,273.69827581,273.69840042,273.69818176,273.69829482,274.66478651,274.66404120,284.49584104,284.49590458,284.49593547,284.49587905,284.49593518,284.49598233,284.49580577,284.49582626,284.64611265,284.64606619,284.64613293, 
28,290.73734733,298.82483731,298.82475899,298.82474327,298.82485982,298.82462819,298.82439220,298.82468119,298.82475137,298.82461151,298.82474586,298.82488122,298.82480360,298.81900182,298.82486519,298.92776224,298.92798313,298.92772355,298.92787584,298.92776622,298.92799354,299.50068497,299.50044138,299.50072003,299.50059137,299.50059546,299.50049694,299.50054654, 
32,292.64063092,304.52338340,304.52350134,304.52326390,304.52338377,304.52286744,304.51136969,304.52336863,304.52300623,306.46849680,306.46831261,306.46882292,306.46856003,306.46834559,306.46864737,306.46862800,306.46864472,306.46866972,306.46866252,306.46857381,306.46843079,306.46887123,306.46866140,306.46882230,306.46876424,306.46881983,306.46851751,319.01943581,319.01947703,319.01946455,336.43445089,336.43447737, 
36,293.19688180,293.19693119,296.97262269,303.45586711,303.44891697,303.45579220,304.19410026,304.19405118,310.75558790,310.75542042,310.74849322,310.74282741,310.75540101,310.74352349,310.75525678,310.74339424,310.75558901,310.75560859,310.75547771,310.74949569,310.75551271,310.75569992,310.75572551,310.75560364,310.75528780,310.75556086,310.75577988,310.75564570,310.73743898,310.75571547,310.75584540,310.75566625,310.74292839,310.75565314,310.75590654,310.74699492, 
40,295.13494828,297.28936663,297.28934209,307.89945150,448.14594101,448.14578218,448.14517913,448.14562986,448.14560729,448.14533342,448.14569972,448.14319002,448.14586622,448.14583336,448.14562834,448.14257662,448.14579849,448.14562382,448.14562966,448.14567564,448.14551575,448.14597877,448.14577007,448.14589023,448.14598612,448.14600939,448.14270883,448.14611281,448.14571933,448.14595659,448.14276329,448.14576627,448.14611248,448.14598752,448.14603669,448.14604193,448.14592026,448.14287989,448.14618592,448.14620811, 
44,302.56275440,310.38286994,318.92970128,318.94144337,323.81555209,323.80266626,323.81531565,323.81563951,323.81563050,323.81531089,323.81568697,323.81563462,323.81575671,323.81553232,323.81540946,323.81544619,323.81583467,323.80282094,323.80263332,323.81542660,323.81140139,323.86716588,323.86737387,323.86727181,323.86708183,323.86743081,323.86729200,323.85347292,323.86698767,323.86426214,323.86737311,323.85527756,323.85507871,323.85461280,323.86739295,323.86731415,323.86742310,323.86757807,323.86747746,323.86752906,323.85462484,323.86764762,323.86763035,323.86733101, 
48,303.63226907,311.36911860, 
,,,,,
,run2,,,,
1,262.98688131, 
4,263.40327063,263.40381164,263.40377263,263.40351673, 
8,264.31076839,264.52208726,264.52135098,264.52191514,264.52218561,264.57826750,264.57843297,264.57851970, 
12,263.84977948,264.27811402,264.32936528,264.95830211,264.95844015,264.95831443,264.95839947,264.95846894,264.95843568,264.95842839,264.95847449,264.95846017, 
16,272.49471692,272.49481798,272.49487763,272.49490410,272.49481626,272.49486078,272.49485236,272.49496734,272.49477531,272.49493273,272.49503091,272.49503225,272.49488625,272.49500023,272.49498838,272.49435053, 
20,271.66170419,271.66175550,271.66162872,271.66170221,271.66003362,273.88835443,273.88854935,273.88842411,273.88850186,273.88854068,273.88859310,273.88860424,273.88864363,273.88862461,273.88862624,273.88868633,273.88865100,273.88868628,273.88869070,273.88858515, 
24,273.76396167,273.76393666,273.76363959,275.02067555,275.02081838,275.02067855,275.02074262,275.02067657,275.02076027,285.02572499,285.02599182,285.02586610,285.02600132,285.02600050,285.02604252,285.02609845,285.02590721,285.02599132,285.02596729,285.02603401,285.02612574,285.02609553,285.02612464,285.02612556, 
28,292.48833127,292.48810852,292.48324767,292.48821721,292.48810754,292.48318055,292.48826137,297.13210944,297.14433281,297.14419629,301.63080211,301.63076130,301.63108350,301.63060457,301.63090678,301.63108475,301.63093172,301.63090828,301.62889312,301.63107155,301.63102967,301.63107510,301.63116201,301.63118962,301.63101086,301.63125391,301.63103812,301.63110897, 
32,303.07464105,307.67025190,307.67023514,307.67026783,307.67018729,307.67016344,307.67011640,307.67029137,307.67023898,307.67040191,307.67023112,307.66438836,307.67047315,307.67036334,307.66754980,307.67021591,307.67024000,307.67036214,307.67031644,307.67049702,307.66977033,307.66370914,307.67033968,313.51053262,313.51068001,313.51076979,313.51078857,313.51079756,313.51065882,313.51079108,313.51084231,313.51067772, 
36,293.18437451,293.19878387,304.78333412,304.80051465,304.80074756,304.80022510,304.80058481,304.78824254,304.79158998,304.80063816,304.86000977,304.85977032,305.58406737,305.58403557,305.57566221,305.58402262,305.58413468,305.58423561,305.58409498,305.58391363,305.58404976,305.58419758,305.57585684,305.58409121,305.58419218,305.58414800,305.58408443,305.57177399,305.58427304,305.58432525,305.58404393,305.58409664,305.58415113,305.58427119,305.58422117,305.58439500, 
40,284.04698864,314.22123546,314.22134117,314.22133395,314.22130056,314.20842539,314.22118786,314.22119023,314.22126699,314.22131661,314.22137405,314.22146850,314.22149495,314.22088113,314.22139892,314.22129067,314.20853772,314.22137485,314.22133696,314.22130592,314.22101673,314.22156684,314.22149820,314.20884643,314.22103832,314.22144491,314.22107250,314.22132872,314.32035253,314.33321920,314.33316337,314.32040536,314.33309446,314.33301052,314.33314472,314.33347013,314.33340218,314.33313345,314.33305389,314.33303616, 
44,309.97702672,309.98902235,309.97208108,309.98952019,309.98962218,314.20908841,314.20915309,331.41552717,331.41563504,331.41584113,331.41585169,331.41583353,331.41578221,331.41579727,331.40324832,331.40335017,331.41584286,331.41556106,331.41596432,331.41560999,331.41581008,331.41576296,331.41558677,331.41555749,331.41598898,331.41542659,331.41567371,331.41593626,331.41584047,331.41592424,331.41584747,331.41570676,331.41583389,331.41563704,331.41575579,331.41597431,331.41584899,331.40750719,331.41596515,331.41616356,331.41613152,331.41597990,331.41619996,331.41623238, 
48, 
,,,,,
