,,,,,
,run1,,,,
1,26.29293874, 
4,6.57419600,6.57447523,6.58353761,6.58344619, 
8,3.28862435,3.28859845,3.28863350,3.29358349,3.29329644,3.30016253,3.30019608,3.30015335, 
12,2.20768472,2.20779488,2.20787449,2.20843439,2.20845356,2.21761033,2.21706381,2.23333584,2.23360331,2.23358818,2.23365629,2.23354938, 
16,1.66390639,1.66605458,1.66607553,1.66628430,1.66629030,1.67320280,1.67324225,1.67324807,1.67320888,1.67327150,1.67320569,1.67658671,1.67660584,1.67609828,1.67659940,1.67658834, 
20,1.35149470,1.35728181,1.35724543,1.35738308,1.35741198,1.35744857,1.35745678,1.35714424,1.35740075,1.35744794,1.35739837,1.35738536,1.35732774,1.35736034,1.35711782,1.35721130,1.35755962,1.35750105,1.35755647,1.35741173, 
24,1.12792816,1.12968530,1.12998950,1.13355698,1.13396362,1.13778056,1.13779443,1.13784290,1.13779074,1.13787963,1.13794154,1.13789363,1.13767822,1.15014188,1.15048159,1.15011240,1.15047926,1.15045659,1.15033691,1.14292945,1.15017221,1.15050426,1.15022783,1.15031295, 
28,1.06592453,1.06611757,1.06617755,1.06621139,1.06616779,1.06606206,1.06626280,1.06628650,1.06633205,1.06623041,1.06643866,1.06629238,1.06644931,1.06645415,1.06624661,1.06624806,1.06635961,1.06631105,1.06623875,1.06624888,1.06639233,1.06592372,1.06728381,1.06726205,1.06732706,1.06420543,1.07679901,1.07689641, 
32,0.97850427,0.97780187,0.99260382,1.00509460,0.99287791,1.00531843,0.99358946,1.00493856,1.00520137,1.00511249,1.00481223,1.00487206,1.00523585,1.00515800,1.00536392,1.00735861,1.00717018,1.00713439,1.05965798,1.07139706,1.07213349,1.07195027,1.07141877,1.07212850,1.07201073,1.07160509,1.07220794,1.07226034,1.07211415,1.07209590,1.05947350,1.07216111, 
36,0.84418840,0.84524812,0.84385197,0.84572820,0.84575924,0.84574585,0.84550929,0.84559716,0.87213145,0.87204448,0.87218997,0.87210869,0.87207762,0.87198105,0.87225962,0.87212002,0.87233445,0.87209354,0.87226092,0.87186336,0.87220012,0.87221923,0.86840207,0.88040332,0.88134152,0.88113921,0.88127872,0.88143664,0.86924672,0.88123236,0.88140051,0.88145458,0.88153339,0.86835997,0.88142672,0.88132735, 
40,0.78329903,0.78354806,0.77081664,0.78342980,0.78339684,0.78360994,0.78326387,0.78351783,0.78364013,0.78356607,0.78339020,0.78364243,0.78349529,0.78347789,0.78349350,0.78335572,0.78342406,0.78332815,0.78332945,0.78338775,0.79662762,0.79655728,0.79657065,0.79668673,0.79652102,0.79638323,0.79662212,0.79675392,0.79642899,0.78394592,0.79675907,0.79639686,0.79661057,0.79667330,0.79660906,0.79659143,0.79680254,0.79653138,0.79682895,0.79656345, 
44,0.73473188,0.74965304,0.74967486,0.73753700,0.74947952,0.74850956,0.73571330,0.79922242,0.81140602,0.81134130,0.82161268,0.82145108,0.82141934,0.82060952,0.82166253,0.82160848,0.82157582,0.82146888,0.82165287,0.80934580,0.83428388,0.81318168,0.83397776,0.83415211,0.83403435,0.83423267,0.82512801,0.83427804,0.83416510,0.83443391,0.83444917,0.83405197,0.83438348,0.83446825,0.83432424,0.83436880,0.83437927,0.83447709,0.83440915,0.83427017,0.83426902,0.83359019,0.83443132,0.83459258, 
48,0.78927217,0.77934327,0.78934292,0.78893823,0.78931090,0.78930021,0.78916102,0.78922828,0.82085205,0.82070484,0.82090245,0.82066430,0.82099713,0.80833686,0.82083751,0.81098863,0.82102270,0.80830249,0.82103335,0.82095527,0.82086831,0.82101177,0.82092462,0.82072302,0.80366711,0.82086174,0.80847372,0.81118168,0.81859693,0.82095008,0.80965997,0.82101023,0.82112866,0.81275338,0.80594764,0.82103263,0.82100442,0.82115342,0.81961576,0.83182465,0.83193310,0.82224252,0.81175291,0.83178392,0.81397629,0.83189287,0.83221453,0.83185796, 
,,,,,
,run2,,,,
1,26.30719317, 
4,6.57622898,6.57762867,6.58455446,6.58443170, 
