"#header line: GPU processors,avg,error_bar,run1,run2,run3,... runN",,,,,
,,,,,
1,2629.82,0.3,2630.17,2629.57,2629.72
12,222.88,2.14,220.81,222.75,225.09
24,121.52,4.67,124.57,115.33,124.66
36,86.51,0.59,87.23,86.23,86.06
48,70.16,4.05,68.34,75.12,67.03
