,,,,,
,run1,,,,
1,263.09346954, 
4,66.82127917,66.82139424,66.82189448,66.82171759, 
8,32.98357608,32.99245404,33.01010832,33.00986758,33.01024946,33.01017453,33.01026511,33.01013637, 
12,22.05447790,22.08063316,22.08061351,22.11509723,22.21416453,22.21419720,22.21415408,22.21418801,22.21419444,22.21413446,22.21421710,22.21412378, 
16,16.72678925,16.72682168,16.72675540,16.72671324,16.72684377,16.72684240,16.72680334,16.72688852,16.72691295,16.72682598,16.72701248,16.72691776,16.72693133,16.73691364,16.73688536,16.73684088, 
20,13.52699118,13.52696382,13.52710288,13.56785613,13.56797160,13.56816014,13.56812220,13.56797898,13.56810900,13.56821095,13.56809341,13.56826430,13.56821763,13.56815650,13.56824499,13.56825123,13.56820558,13.56824974,13.56830795,13.56830050, 
24,11.34567632,11.34585805,11.34590544,11.40522740,11.40531789,11.40531311,11.40517148,11.40528222,11.40523246,11.40520177,11.40540915,11.40535842,11.40535381,11.40522611,11.40529743,11.43522312,11.43511896,11.43524952,11.45514094,11.45521032,11.45461999,11.45513013,11.45517010,11.45512803, 
28,9.84479416,9.84796630,10.46307259,10.47110096,10.77184309,10.78469744,10.78458859,10.78452922,10.78469276,10.78304195,10.79841143,10.79830498,10.84693406,10.85826324,10.85840175,10.85822894,10.85838360,10.85842295,10.85838338,10.85827865,10.85836471,10.85846800,10.85836413,10.85769175,10.85293558,10.85852907,10.85845746,10.85853055, 
32,9.38766942,9.38660526,9.38946324,9.38936143,9.38959728,9.38949235,9.57922004,9.57925250,9.57942948,9.56637910,9.57902811,9.57939136,9.57931423,9.57932005,9.57925869,9.57924826,9.57925710,9.57954006,9.57956265,9.57929114,9.57953933,9.57949276,9.57943882,9.57942975,9.57951209,9.57961380,9.57932642,9.57965058,9.57947445,9.57964392,9.57953451,9.57937752, 
36,8.34201559,8.46284132,8.69009193,8.68991398,8.69019281,8.68986652,8.68998016,8.69019503,8.68995281,8.69005897,8.69005003,8.69009583,8.68960918,8.69005820,8.68989296,8.68989121,8.69003328,8.68991002,8.68991647,8.68987115,8.68983604,8.68106001,8.68998048,8.68992373,8.67738437,8.69013880,8.69011555,8.69012035,8.67750047,8.69023891,8.69001909,8.68977696,8.69005842,8.69015643,8.68995376,8.69011043, 
40,7.75016614,7.74983752,7.74998220,7.75015153,7.75002397,7.75014780,7.74989016,7.78649104,7.79864698,7.79846210,7.79847875,7.79852641,7.79858549,7.79800494,7.79862328,7.78646913,7.79834843,7.79871444,7.79842923,7.79867239,7.79855012,7.78659235,7.79859099,7.79874710,7.79852113,7.78593677,7.79853517,7.79858756,7.79376219,7.78605199,7.79883645,7.79871391,7.79849992,7.78667038,7.79864359,7.79866169,7.79896546,7.79892269,7.79872462,7.79878305, 
44,7.18282930,7.31245544,7.31213959,7.31252417,7.31224074,7.29980322,7.31224403,7.31231696,7.31218234,7.30316073,7.31220297,7.31228241,7.31242243,7.31234262,7.31235140,7.31260808,7.31256255,7.31246367,7.31245887,7.31227174,7.30904181,7.29996317,7.31240527,7.31243412,7.31261154,7.31254847,7.31235250,7.31271460,7.31249122,7.31264357,7.31237432,7.31258786,7.30313729,7.29987029,7.30024079,7.31258379,7.31275744,7.31268004,7.31283509,7.31279562,7.31277764,7.31287763,7.31240339,7.31250977, 
48,6.59686965,6.62830288,6.62825607,6.62810517,6.61597876,6.62814779,6.61606242,6.79291044,6.79281120,6.78197806,6.79264542,6.79307392,6.79297588,6.78091992,6.78405306,6.78060489,6.79275721,6.79265672,6.79254168,6.77996034,6.79309473,6.79264796,6.79294021,6.78095613,6.79274006,6.79307788,6.79270948,6.79294603,6.79314220,6.91534744,6.92133760,6.93337522,6.93316211,7.27957621,7.27971603,7.27963960,7.24844635,7.27986278,7.27960270,7.27979829,7.27974764,7.27979087,7.27956254,7.27946069,7.26748904,7.26767218,7.27951809,7.27980570, 
,,,,,
,run2,,,,
1,262.97207492, 
4,65.84427586,65.84443179,65.84452442,65.84429531, 
8,32.98388390,33.01789129,33.01805746,33.46640502,33.46639315,33.46631247,33.46626110,33.46640073, 
12,22.14759469,22.14761839,22.14756643,22.14775511,22.14771127,22.14775043,22.14726909,22.14783549,22.14760066,22.16127881,22.16116349,22.16091630, 
16,16.79672736,16.79709886,16.79776396,16.79774541,16.79774260,16.79786553,16.79782618,16.79758390,16.79745769,16.79781698,16.79772158,16.79771442,16.79786881,16.79788287,16.79775337,16.79781506, 
20,13.52485860,13.52493135,13.52486393,13.52505054,13.52486543,13.52991339,13.53020418,13.53013241,13.53009761,13.53032266,13.53028497,13.53030761,13.60790262,13.60780670,13.60791692,13.60790752,13.60788400,13.60777764,13.60794462,13.60777139, 
24,11.38611134,11.38611808,11.38055122,11.38919767,11.38912400,11.38919747,11.38911615,11.38899804,11.38907737,11.38911955,11.38915538,11.41645697,11.41666489,11.77400365,11.77391464,11.77391891,11.77410552,11.77411505,11.77413591,11.77410822,11.77403460,11.77406592,11.77417696,11.77404028, 
28,9.71028032,9.70982516,11.09405675,11.09394031,11.09396490,11.09410682,11.09406732,11.09387205,11.09391644,11.09407913,11.09404550,11.09403471,11.09401908,11.09375366,11.09399381,11.09393783,11.09417839,11.09423337,11.09409780,11.09409879,11.09426255,11.09411678,11.09431473,11.09425396,11.09420666,11.09415470,11.09431848,11.09424203, 
